Ort;ID;1701 |Jan;1702 |Feb;1703 |M�r;1704 |Apr;1705 |Mai;1706 |Jun;1707 |Jul;1708 |Aug;1709 |Sep;1710 |Okt;1711 |Nov;1712 |Dez;1801 |Jan;1802 |Feb;1803 |M�r;1804 |Apr;1805 |Mai;1806 |Jun;1807 |Jul;1808 |Aug;1809 |Sep;1810 |Okt;1811 |Nov;1812 |Dez;1901 |Jan;1902 |Feb;1903 |M�r;1904 |Apr;1905 |Mai;1906 |Jun;1907 |Jul;1908 |Aug;1909 |Sep;1910 |Okt;1911 |Nov;1912 |Dez;2001 |Jan;2002 |Feb;2003 |M�r;2004 |Apr;2005 |Mai;2006 |Jun;2007 |Jul;2008 |Aug;2009 |Sep;2010 |Okt;2011 |Nov;2012 |Dez;2101 |Jan;2102 |Feb;2103 |M�r;2104 |Apr;2105 |Mai;2106 |Jun;2107 |Jul;2108 |Aug;2109 |Sep
JC Rhein-Kreis Neuss;36504;2.731121125;2.684594142;2.485702706;2.642084959;2.542826552;2.653252014;2.713679982;2.711925287;2.712354776;2.583510855;2.462740822;2.334701322;2.397634213;2.635658915;2.737857013;2.784879474;2.577059121;2.639241969;2.478802761;2.689201177;2.857277571;2.791998483;2.523373402;2.495569287;2.530258267;2.587598519;2.491238041;2.569960023;2.608363931;2.587996717;2.652378412;2.791654423;2.685321551;2.745735976;2.19050451;1.801577004;1.046551809;0.580822997;0.456332832;0.627536095;0.545174969;0.29219424;0.102339861;0.088669031;0.137252118;0.187014482;0.370067766;0.419560185;0.476258513;0.447100904;0.430933533;0.418095551;0.452424714;0.469350021;0.470181836;0.481892523;0.623007113
JC Warendorf;36704;2.30552472;2.271584241;2.409438352;2.31653843;2.327314892;2.329063384;2.174632049;2.331627946;2.516411379;2.605176629;2.399595858;2.073419443;2.082806307;2.180842141;2.114040259;2.125317528;2.060005129;2.159267576;2.380538662;2.499779171;2.683728783;2.505592841;2.572867938;2.444524626;2.238001079;2.227611605;2.332047717;2.517141826;2.49887235;2.500454628;2.430144716;2.396092526;2.337103861;2.317911995;2.291963861;1.915525333;1.278016214;0.513992005;0.141536139;0.139547865;0.129509713;0.129821958;0.129581636;0.243696691;0.567198616;0.896860987;1.137712703;1.325966851;1.256356566;0.944417118;0.689451394;0.551941652;0.366227853;0.340204122;0.327198364;0.422942026;0.6093077
JC M�nster, Stadt;36748;2.140014354;2.287158222;2.075143391;2.071708037;1.877362722;2.094981042;2.116877285;2.034398665;1.692287818;1.135992688;0.841164487;0.818635607;0.840056004;1.358098662;1.355954846;1.592420883;1.547531319;1.651611164;1.66846071;1.814351726;1.844640295;1.845196959;1.784598292;1.881795372;1.678988461;1.634482759;1.514103982;1.675239816;1.595818815;1.718597178;1.763259571;1.996472663;1.919658727;1.86532229;1.71988389;1.573885165;1.198779425;0.928159029;0.561838219;0.39624609;0.123220153;0.115803815;0.109289617;0.096838902;0.105455568;0.100466451;0.129926375;0.224637681;0.26618705;0.264872217;0.22090786;0.185356812;0.092883681;*;0.151558891;0.226740784;0.287822878
JC M�lheim an der Ruhr, Stadt;37102;1.292923676;1.29476584;1.165723635;.;1.308740761;.;1.456440406;1.570645636;1.601769318;1.56860105;1.542103483;1.553949057;1.444989583;1.371059883;1.216397849;1.575439305;1.604638619;1.800338409;1.859364435;1.988462844;2.166906672;2.080597221;2.035994719;1.850817153;1.68869818;1.716975907;1.737144439;1.939250712;1.882057716;1.994960101;2.010440181;2.004406852;1.778129724;1.895528867;1.756047799;1.744442809;1.463271876;1.352742244;1.299270073;1.250359299;0.939702428;0.496770989;0.092139769;0.142531357;0.251889169;0.35698674;0.478222484;0.63604763;0.644311027;0.51068797;0.283265543;0.317919075;0.418802802;0.529676389;0.577865555;0.585879561;0.718401557
JC Oberhausen, Stadt;37106;3.518628031;3.475559439;3.320500481;3.286814244;2.908933551;3.122601688;2.977703189;2.755791506;2.539100212;2.311382468;2.437721556;2.459575297;2.625066718;2.785299807;2.877524461;2.719310979;2.443162538;2.336312415;2.53361161;2.704424085;2.968350698;2.966832586;2.891721641;2.532405785;2.512587866;2.330561227;2.367688022;2.397123452;2.514874256;2.531835957;2.632903745;2.582518337;2.706159198;2.746856318;2.615328732;2.377104728;2.096337911;1.822429907;1.645856981;1.616745223;1.247987118;0.823210521;0.085474383;0.081333876;0.194682105;0.565059616;1.239196085;1.775456919;1.840395113;1.64390621;1.190293742;0.936636298;0.700982399;0.630478241;0.763870968;0.928582607;1.376509678
JC Paderborn;37302;2.592918557;2.63280367;2.61951539;2.714192283;2.553606238;2.65060241;2.741683992;2.87006094;3.252140439;3.117265369;3.204780011;3.190983774;3.001761756;2.946729602;2.96956199;3.030509398;2.944608415;2.99937513;2.995520717;3.127221038;3.154937694;2.993667242;2.809193725;2.702110567;2.680517216;2.670623145;2.594594595;2.769563649;2.59646069;2.849438857;2.754376969;3.082293523;3.042220079;2.779645819;2.553417184;2.0473644;1.382279628;1.039156627;1.074074074;1.521378614;1.299808225;0.931479783;0.574427346;0.422605831;0.387143901;0.386100386;0.673652695;1.094698958;1.145322029;1.247248716;0.859682355;0.661229888;0.309597523;0.304787392;0.331574981;0.330565806;0.60076461
JC H�xter;37338;3.739094308;3.547123118;3.337403337;3.386773547;2.91750503;3.041216487;3.183183183;3.425907156;3.73349835;3.608461219;3.833263511;3.541887593;3.499469777;4.031402504;4.120879121;4.018811458;3.778501629;3.918563923;3.722692822;3.5363906;3.430571762;3.611045551;3.945804611;3.65911237;3.733270721;4.103520634;4.246383574;4.025423729;4.157807701;3.875782378;3.846153846;3.972535557;4.053058217;3.550148957;2.904667329;2.448163877;2.155928804;1.964735516;2.459016393;2.590549292;2.247191011;1.431588829;0.495049505;0.332462598;0.605913718;0.99378882;1.595214357;2.035687359;1.910360029;1.965065502;1.745576279;1.556140771;1.223902088;1.304662962;1.50135368;1.872659176;2.087525151
JC Recklinghausen;37548;2.006167106;2.061078527;1.980722188;1.943108974;1.887202915;1.987667755;1.941255297;2.021914711;2.085736783;2.070275053;2.130105115;2.023045943;1.980787847;2.065992866;1.930509104;1.891821367;1.66616744;1.818011257;1.951796818;2.142436951;2.261081586;2.235321136;2.229532164;2.13364144;2.012805275;1.948511819;1.980595901;2.108976571;2.119108513;2.119751437;1.962117533;1.997121621;1.955290611;2.148899491;2.074187442;1.797352548;0.971421661;0.449406501;0.150126106;0.035594226;0.023634143;0.013790658;0.013894678;0.024012006;0.042496357;0.137033931;0.261467512;0.448699392;0.505538316;0.52832344;0.476364969;0.514663835;0.515949388;0.551474371;0.576907114;0.601206617;0.747374661
JC Steinfurt;37710;4.170696325;4.297788168;4.259718776;4.459843639;4.425823203;4.490716023;4.741814725;4.818268771;5.148610358;5.105740181;4.950133787;4.838316046;.;4.484767569;4.47235876;5.005220168;4.995023638;5.010975227;4.88113303;4.935979513;4.877260982;4.851013888;4.898147538;5.060193147;4.632008961;4.387520525;4.270089724;4.65681445;4.995368532;4.860324022;4.801768015;4.967470859;5.099033651;5.084161148;5.028403114;3.910891089;2.455325735;0.867436166;1.518092333;2.384348889;2.133261325;1.202118989;0.102979541;0.09747946;0.185793912;0.724952878;1.72539845;2.342714012;1.940830123;0.962298025;0.201380898;0.180024483;0.225602212;0.265251989;0.261018719;0.30374364;0.890800184
JC Siegen-Wittgenstein;38102;2.395159257;2.48442044;2.104743895;2.186780664;2.30295167;2.504457773;2.349533312;2.331059129;2.689666449;2.673137029;2.695637968;2.7266028;2.875061085;3.103924596;3.001220008;3.033772181;3.069958848;3.105745212;3.165829146;3.169222947;3.462722298;3.497221035;3.607849859;3.856326252;3.941221439;3.841627438;3.676532591;3.796077105;3.726918516;3.617637045;3.621713316;3.517976948;3.618421053;3.384938336;3.011569372;2.600849257;2.015245772;1.097465378;0.587219344;0.738163923;0.645107239;0.401371352;0.091896408;0.109106169;0.279400559;0.411275812;0.638701882;0.930873987;1.082786256;1.171315412;0.952221851;0.796812749;0.673820814;0.760933188;0.852392607;1.077844311;1.125541126
JC Olpe;38104;3.730569948;3.810741688;3.833625658;3.772170872;3.325123153;3.528546925;3.458425313;3.779141104;3.949329359;3.727795847;3.580433686;3.977704586;4.223571067;4.522486104;4.240102171;4.070660522;3.43035343;3.253107643;3.658210948;3.763294246;4.320481269;4.855172414;4.787234043;4.817927171;4.350235522;5.044843049;5.173378076;5.577576444;4.860716316;5.204140311;4.76744186;4.726516052;4.563312179;4.588851247;4.757519951;4.532924962;3.739738522;2.234299517;0.686157518;0.231280717;0.251116071;0.111018596;0.055432373;*;*;*;0.300480769;0.596480763;0.792253521;0.925925926;0.980109542;0.909090909;0.823771698;0.77635115;0.845665962;1.205191595;1.465087282
JC Soest;38302;2.972054964;3.136336155;2.97958571;3.028042959;3.002085816;2.984741347;2.904256109;3.061992176;3.295358972;3.237465395;3.183332042;3.091106291;2.881133965;2.973720609;2.621809745;2.534992224;2.513900854;2.992832953;2.997620936;2.973408541;3.03128546;3.042843233;2.903647963;2.77051324;2.623930244;2.659617079;2.525657473;2.573971614;2.504012841;2.500606943;2.319713495;2.338218343;2.206429221;2.173367884;1.917739087;1.713658619;1.030409651;0.457266378;0.139550156;0.305220884;0.2837103;0.220403023;0.047600159;0.064344889;0.139264357;0.341069795;0.530481644;0.750168577;0.765900766;0.778880052;0.594850065;0.39305601;0.263006493;0.248694355;0.311238223;0.506655217;0.722053067
JC Hochsauerlandkreis;38340;2.189932538;2.203940687;2.239562221;2.218152218;2.095565904;2.200264847;2.124616956;2.187662001;2.365681842;2.516725072;2.471645624;2.555807182;2.253791925;2.279815034;2.064612751;2.034007749;1.818378612;2.211517407;2.633028534;2.653175942;2.850356295;2.618040471;2.535438516;2.199700564;2.073654391;2.27221343;2.368271955;2.334897562;1.955596457;1.977204001;2.180503731;2.400946186;2.408489329;2.46168698;2.541033435;2.172321211;1.877708233;1.207989475;0.788699235;0.412135089;0.269481249;0.112296463;0.180119329;0.366552119;0.558074642;0.89781453;1.410470954;1.958910655;2.179804407;2.051222621;1.679018064;1.413056172;1.185908615;1.296405421;1.481835564;1.893245389;1.94975628
JC Wesel;38702;2.93593954;3.272159313;3.065937051;3.434374758;3.170230104;3.052512573;2.751400996;2.736026303;2.897016739;2.773168997;2.798699754;2.628841229;2.282190903;2.349059979;2.358397083;2.5636949;2.512482524;2.521311082;2.463966503;2.477007971;2.645721372;2.721003656;2.775564966;2.768750264;2.492773053;2.458296752;2.271969318;2.361081988;2.425796687;2.421881616;2.146873403;2.382499459;2.507194558;2.593292603;2.414904419;2.183678008;2.037110845;1.866690147;1.917616739;1.958018041;1.4429587;0.840478101;0.238186381;0.163076131;0.213163962;0.278170258;0.490217924;0.500268001;0.551097787;0.483660131;0.533576262;0.539505743;0.512012603;0.499138655;0.525144637;0.611136261;0.669185597
JC Kleve;38704;1.925180486;1.904417089;1.844992164;2.185017026;2.272888699;2.27224313;2.078257131;2.316046896;2.270748694;2.36318408;2.166703515;2.098928519;1.745417367;1.826718509;1.951507983;2.136847591;2.194498722;2.199879044;2.212254827;2.053530226;2.091656874;2.009175763;2.222044601;2.359478177;2.267122743;2.328362969;2.078669651;2.248911817;2.033483054;2.124505929;2.300292765;2.330903543;2.639523851;2.447338519;2.388506963;2.177954847;1.450044209;1.072790141;0.688924218;0.591458641;0.377974401;0.223502106;0.20746888;0.252020509;0.344006351;0.761035008;1.019119769;1.484834767;1.618383405;1.617059085;1.292607348;0.956514038;0.917022792;0.860215054;0.942626665;1.17407784;1.503829628
JC Remscheid, Stadt;39104;2.914454277;2.840375587;2.562602387;2.03409759;1.952303016;1.864446529;1.63606403;1.640513552;1.728247914;1.812289966;1.828681424;1.879065285;2.089876782;2.17655642;2.343463933;2.549575071;2.572029183;2.53243513;2.158363659;2.399183257;2.871794872;3.026760197;3.118475992;2.719937533;2.472491909;2.653378203;2.938523006;3.115264798;3.029121165;3.271394923;3.130320891;3.134546421;3.351437276;3.647781935;3.477795613;3.047798067;2.397535494;2.03562341;1.700092974;1.5181259;1.007361488;0.429072942;0.039236202;0.092470277;0.13368984;0.245231608;0.355531246;0.688231246;0.738916256;0.716506692;0.643431635;0.563834072;0.512682137;0.46346783;0.438356164;0.459930314;0.704225352
JC Solingen, Stadt;39106;1.73394744;1.763652641;2.021105348;2.235790608;2.002503129;1.994990159;.;1.822323462;1.772660819;1.916408104;1.733728908;1.725577512;1.531038322;1.504178273;1.659828422;1.906103286;1.961338991;1.86570698;1.739961759;1.786571895;2.02020202;2.248509141;2.072895176;1.782373215;1.635491137;1.432496075;1.130110063;1.21987211;1.264197531;1.328478646;1.348292491;1.373681067;1.572263657;1.590678825;1.653479408;1.660554197;1.38804458;1.101900526;0.642828445;0.365179629;0.224587443;0.116720163;0.077564475;0.107568942;0.207284572;0.220861359;0.231924977;0.26371843;0.331159057;0.297766749;0.23659306;0.207920792;0.307234886;0.378976763;0.39322444;0.296887797;0.270242179
JC Wuppertal, Stadt;39148;0.33888402;0.719235921;1.424945194;2.230611833;2.530556034;2.780724135;2.647961672;2.551196503;2.685145084;2.791665463;2.346365462;1.591673432;0.565506947;1.529730353;1.994861284;2.392082179;2.53500794;2.783906177;2.928469947;3.006467401;3.00313498;3.021816038;2.84665917;2.580013063;0.662739323;1.494208836;2.119181842;2.507836991;2.619104053;2.796101504;2.715322389;2.784583209;2.722437573;2.710943396;2.471835049;1.746099464;0.16634406;0.087089702;0.029845401;0.02347349;0.002887169;0.002875629;0.002877284;0.008666513;0.020367784;0.079302141;0.290164032;0.527115161;0.283353011;0.423280423;0.489253888;0.449031957;0.373908217;0.401924544;0.508604885;0.572007388;0.737596339
Hessen;6;2.728738968;2.753557744;2.614458544;2.684082947;2.640983745;2.782947048;2.750634311;2.73088641;2.81947763;2.872547492;2.921714072;2.911790393;2.771238381;2.745122895;2.679345723;2.728266043;2.770365878;2.815229373;2.975758902;3.124913667;3.393309734;3.306723073;3.239920972;3.177651184;3.033024539;2.980088011;2.875182745;3.022822791;2.984179351;3.076823399;2.997031995;3.237294762;3.18684706;3.242049708;3.023883917;2.49603155;2.010320606;1.612927613;1.472568315;1.463131767;1.094393138;0.693914323;0.26962832;0.250660642;0.412032481;0.664471044;0.91851077;1.119765956;1.148480891;1.091833046;0.927432706;0.855400888;0.820392824;0.834261083;0.856462895;0.925296708;1.090569018
JC Hersfeld-Rotenburg;41102;1.647811117;1.958413926;1.765121205;1.774871555;1.723334886;1.767852989;1.916783544;2.155376599;2.185923613;2.154222766;2.525631408;2.370030581;.;2.386934673;2.385050406;2.289126648;2.143569292;1.811320755;1.995395242;2.558800724;3.110173959;3.138185654;3.313891835;2.895021645;2.55033557;2.545068929;2.601539687;2.566158781;2.245388933;2.0640956;1.806734191;1.689664883;1.625320787;1.770682148;2.288732394;2.011239278;1.70990566;1.124243298;1.168757127;1.274238227;0.987925357;0.660429279;0.196078431;0.283607487;0.615294462;0.953516091;1.229016787;1.45631068;1.602661022;1.503094607;1.226277372;0.852690385;1.001472754;1.136363636;1.066422913;0.969355847;1.468241302
JC Fulda;41110;3.324848871;3.3307633;3.205417607;3.163053163;3.118624308;3.090988246;3.264654672;3.247038175;3.198804185;3.296537124;3.467236902;3.727764888;3.395533802;3.635533922;3.465943339;3.626241348;3.309046752;3.530314658;3.693931398;3.986135182;4.184033344;4.191714054;3.975134958;3.908579;3.593009962;3.941605839;3.69295275;4.125061385;4.205145119;4.30876726;4.589778077;4.72036942;4.748554407;4.185060922;3.710278715;2.922077922;2.379235761;1.746647848;1.701323251;1.340964841;0.979447656;0.736;0.451977401;0.542584676;1.081081081;1.495652174;1.901408451;1.857092324;1.635674931;1.390066113;0.94482875;0.906953309;0.925302826;0.967413442;0.968188105;1.027275948;1.531449407
JC Bergstra�e;41502;1.478998225;1.52597085;1.332166472;1.265455951;1.119969628;1.0933082;1.090225564;1.034193608;1.041080473;0.947238799;0.806069227;0.970411949;1.215261423;1.260109084;1.317275122;1.197209653;1.177140687;1.003152766;1.047673972;1.041666667;1.056477093;1.066161817;1.038753496;1.151515152;1.11854589;0.957510473;1.107563361;1.506234414;1.443609023;1.380491737;1.110431948;1.332369345;1.612735407;1.544240401;1.51642797;1.327950706;1.286241434;1.483741976;1.273160128;1.359456218;0.968762357;0.711251605;0.319074683;0.201673893;0.266529985;0.561097257;0.770753047;0.89958159;0.989588702;0.973360656;0.927719441;0.978792822;1.017367177;1.073363902;0.983918747;1.140766251;1.327482172
JC Darmstadt-Dieburg;41506;3.080433542;3.078358209;2.717341412;2.934251041;3.171492205;3.034592586;2.876869965;3.140525195;3.33511206;3.35474661;2.941439428;2.913059163;2.586362814;2.549446561;2.327061176;2.692834322;2.552097677;2.570930126;2.625209458;2.887237844;3.12143129;2.840690979;2.621904025;2.772643253;2.76914108;2.797135114;2.577821012;2.831478227;2.743240576;2.796786671;2.546689304;3.053898271;3.028757903;3.115971936;2.845485929;2.568691441;2.289590842;2.32755872;2.256743991;2.350813743;1.484905104;0.914094751;0.109062066;0.080192462;0.050854353;0.093254585;0.115183246;0.196524617;0.234430741;0.262971579;0.181323663;0.172082195;0.142638818;0.14242116;0.164254183;0.278465347;0.374609781
JC Odenwaldkreis;41508;2.579821201;3.617834395;3.49044586;3.798767967;3.670199018;4.53243032;4.303332459;3.891355445;3.796467176;3.587443946;3.531598513;4.239334585;4.442649435;4.573748309;4.305442729;4.168967421;4.099971918;3.95256917;3.807326219;3.538283063;4.096455549;4.038349797;3.961549665;3.811199062;3.289094057;3.013777268;3.137593552;2.871088142;3.300521135;4.409171076;4.301394245;4.350453172;3.543913713;3.41191067;3.39141257;2.795226131;2.779512804;2.078163772;2.597005805;2.40284782;1.892285298;1.035375324;0.345721694;0.892600058;1.423590936;1.846965699;1.795173632;1.754899093;1.787807737;1.464254953;1.295336788;1.381692573;1.611047181;2.037252619;2.093777647;2.145411204;2.122498484
JC Darmstadt, Wissenschaftsstadt;41512;2.509976896;2.513908922;2.349336057;2.609582059;2.362204724;2.4702561;2.304750403;2.345329559;2.671949609;2.455425369;2.453102453;2.400413864;2.614244545;2.797778235;2.809745982;2.821576763;2.846081406;2.684775742;2.749761121;2.682115653;3.114487249;2.971913782;3.067212933;2.90111837;2.637072849;2.254803954;1.916299559;1.991150442;2.340354397;2.587365591;2.40352065;2.347364857;1.712212269;1.640091116;1.468563561;1.456815817;1.271382339;0.822763113;0.392464678;0.128548473;0.041937513;0.031357792;0.041744938;*;0.042849491;*;*;0.089355523;0.210060807;0.285400659;0.338132635;0.369645575;0.314909328;0.206881533;0.263591433;0.298771716;0.333778371
JC Frankfurt am Main, Stadt;41920;3.00186162;2.664076325;2.258447629;2.494009393;2.838140015;3.237843734;3.134969911;2.973170357;2.784829751;2.849175085;2.949678485;3.042388107;2.833520788;2.847518082;2.778931545;2.972369523;3.126440467;3.191317679;3.358049771;3.43803143;3.860772568;3.869721455;4.035028911;3.972209317;3.761285967;3.723381826;3.586328965;3.631006635;3.437093299;3.428645362;3.208974693;3.427778879;3.464829425;3.663110612;3.44254835;3.220331208;2.692263741;2.302834082;1.801061538;1.68227397;1.161953522;0.784313725;0.273229414;0.215304389;0.216324487;0.321483771;0.401431912;0.529973398;0.65801536;0.741824889;0.706974151;0.578807656;0.470484156;0.461370351;0.488455618;0.505588635;0.599031354
JC Gie�en;42702;2.292957345;2.303986595;2.299958683;1.939435182;2.069197178;2.070159089;2.271821443;2.028599933;2.076655983;2.188066313;2.353020044;2.420493512;2.404903071;2.259924448;2.139677055;2.322012411;2.28111372;2.287603752;2.13689709;2.357201421;2.515201769;2.605321508;2.509532062;2.42238619;2.14721822;2.137945122;1.929741116;2.126499455;2.22464856;2.506334315;2.54667765;2.907097759;2.917604049;2.871084082;2.696374086;2.456791887;2.213079869;1.415161428;0.69052103;0.113773257;0.066072019;0.046128501;0.046333069;0.040371417;0.074921673;0.187904517;0.425235274;0.619518307;0.764199656;0.69477556;0.56122794;0.441696113;0.492610837;0.604686319;0.658578856;0.788454769;1.094916459
