Ort;ID;1701 |Jan;1702 |Feb;1703 |M�r;1704 |Apr;1705 |Mai;1706 |Jun;1707 |Jul;1708 |Aug;1709 |Sep;1710 |Okt;1711 |Nov;1712 |Dez;1801 |Jan;1802 |Feb;1803 |M�r;1804 |Apr;1805 |Mai;1806 |Jun;1807 |Jul;1808 |Aug;1809 |Sep;1810 |Okt;1811 |Nov;1812 |Dez;1901 |Jan;1902 |Feb;1903 |M�r;1904 |Apr;1905 |Mai;1906 |Jun;1907 |Jul;1908 |Aug;1909 |Sep;1910 |Okt;1911 |Nov;1912 |Dez;2001 |Jan;2002 |Feb;2003 |M�r;2004 |Apr;2005 |Mai;2006 |Jun;2007 |Jul;2008 |Aug;2009 |Sep;2010 |Okt;2011 |Nov;2012 |Dez;2101 |Jan;2102 |Feb;2103 |M�r;2104 |Apr;2105 |Mai;2106 |Jun;2107 |Jul;2108 |Aug;2109 |Sep
JC Bremen, Stadt;21404;2.347625797;2.314276656;2.091288051;2.292213473;2.251374487;2.357054638;2.451406516;2.415029948;2.533884355;2.483655548;2.530978118;2.529816958;2.427158889;2.638179937;2.593847072;2.764742069;2.777092945;2.700266846;2.792404659;2.80649135;3.077199605;2.979946838;3.006179571;2.755424171;2.575177395;2.627871695;2.619740194;2.676733013;2.393693954;2.362931846;2.266792398;2.314899535;2.59096831;2.807536018;2.666493718;2.328050211;1.535490819;0.811907984;0.345112437;0.785517906;0.772968976;0.638406089;0.135241943;0.097209212;0.073177697;0.086811835;0.161941847;0.227657676;0.28959276;0.348945967;0.451588624;0.429053569;0.349795352;0.286714936;0.285867099;0.328910484;0.393402935
JC Bremerhaven, Stadt;21420;3.562022649;3.634810043;3.286323385;3.604497354;3.331790838;3.425753132;3.189643667;3.249966564;3.660430877;3.913248468;3.760010859;3.618331053;3.381412437;3.495979283;3.363182719;3.470009697;3.44322855;3.162471075;3.152611861;3.251450261;3.729231662;3.716659379;3.765720971;3.693410371;3.85763156;4.010152284;3.980497744;3.926873857;3.72602337;4.019245004;3.671979741;3.647874585;3.849928286;4.180551348;4.225566195;3.682244416;2.606133857;2.230427247;2.609150718;3.272673907;2.479338843;1.404615164;0.072332731;0.08059789;0.15542891;0.233504067;0.372114216;0.52467493;0.704067111;0.825410863;0.840274733;0.919640902;0.755963303;0.686245573;0.623515439;0.97248398;1.444757053
Nordrhein-Westfalen;5;2.620460228;2.71052568;2.671140895;2.768166947;2.650448692;2.767037563;2.677580074;2.683401196;2.803430988;2.814373166;2.836623443;2.705189111;2.56655304;2.665821473;2.632942674;2.705153213;2.633598582;2.647331382;2.674861823;2.75442034;2.925437187;2.899910478;2.842054491;2.73915268;2.538228133;2.597119181;2.578319445;2.672699945;2.651993202;2.708285681;2.678768363;2.746252377;2.787951124;2.805805051;2.652972402;2.285922832;1.777035265;1.285526313;1.039920557;0.994028902;0.745390212;0.462663623;0.119643055;0.103341889;0.175611083;0.326942947;0.529391537;0.712174528;0.740344329;0.693731766;0.54983259;0.469084374;0.40665093;0.411997616;0.441660717;0.498947569;0.632802812
JC Heinsberg;31106;3.082509923;3.346473203;3.62936946;3.66088632;3.647798742;3.86106896;3.7635318;3.43061956;3.351425864;3.339115351;3.337389188;3.442522174;3.178912339;3.246183541;3.326639308;3.668275559;3.792890535;3.599429793;3.480731664;3.699048303;3.862505654;3.904753216;3.577981651;3.542435424;3.356566398;3.626847856;3.591993419;3.510862591;3.357004519;3.41066642;3.332399888;3.455130632;3.404864092;3.576579175;3.315132605;3.225806452;2.83101469;2.478134111;2.308429119;2.169056042;1.52848541;0.945407359;0.466984216;0.377251721;1.071155318;1.860191893;2.345289712;2.623502624;2.528089888;2.322495023;1.849591588;1.516435905;1.089015152;1.060982604;1.021202101;1.27576055;1.626421872
JC St�dteregion Aachen;31108;2.596043395;2.583455752;2.722012579;2.477765251;2.217217217;2.129738669;2.220222022;2.485335761;2.569653135;2.565614107;2.680412371;2.62495785;2.680214625;2.628376104;2.502463565;2.492090659;2.378907368;2.484488311;2.604893723;2.755077595;2.964278029;2.900945313;2.940373485;2.798989178;2.644867211;2.723957766;2.682075883;2.902425053;2.773206057;2.805362463;2.733074362;2.733715829;2.824075384;2.828386508;2.693931474;2.413046616;2.066080179;1.853390243;1.828888511;1.89519699;1.370238421;0.884228969;0.082515059;0.069419376;0.202440533;0.461972795;0.68626888;0.8408443;0.77612281;0.645325635;0.478213171;0.360919216;0.356647513;0.341656464;0.432276657;0.486375623;0.564384375
JC D�ren;31118;3.447199151;3.485987697;3.158800393;3.138820639;2.694224027;2.71101002;2.783594039;2.754513307;2.654152163;2.521324636;2.595024624;2.503017597;2.529875413;2.423089121;2.300963489;2.152716221;.;2.124430956;2.322629775;2.861909651;3.154349375;3.198642209;3.170200119;3.102943135;2.784743302;2.387372575;2.361376044;2.483815563;2.554744526;2.652396463;2.766455062;2.848036889;2.802591204;2.86325376;2.950751541;2.391910739;1.500795352;0.378553238;0.061383167;0.515740121;0.497611465;0.450569838;0;0;0;*;*;*;*;0.053404539;*;0.193307559;0.232403718;0.268889486;0.320578405;0.247643943;0.455788514
JC Leverkusen, Stadt;31502;3.447149159;3.833917938;4.082624544;4.32401504;4.207492795;4.148561122;3.883972468;3.668208857;3.869840213;3.935030141;3.89577748;3.904207775;3.681909886;3.994305811;3.62089104;3.582164329;3.305091855;3.51893844;3.679852806;3.702145562;3.617220005;3.273252848;3.272105938;3.479602331;3.394300298;3.131399317;3.297265059;3.667772955;3.412274001;3.644899701;3.550954052;3.519543411;3.205574913;2.902605351;3.070291194;2.945338758;2.814159292;2.4564814;2.403087178;2.179279816;1.622666891;0.767997299;0.042244001;0.067929014;0.205532243;0.590329022;0.833840007;1.335544693;1.453664446;1.730340929;1.407972858;1.331739799;1.207295145;1.336552557;1.607267645;1.399647887;1.240849848
JC Oberbergischer Kreis;31504;2.270438524;2.356020942;2.518598189;2.975605397;2.792696026;2.698114893;2.570051758;2.54702547;2.595853972;2.413856643;2.477810651;2.242817424;2.46605708;2.540801187;2.600647848;2.848896751;2.840269966;2.779616148;2.592945663;2.506990647;2.887804878;2.990489264;2.773391236;2.603338633;2.299528302;2.319890368;2.171161523;2.335809226;2.524502525;2.648940424;2.538531278;2.58804425;2.723735409;2.642089094;2.558591751;2.049600328;1.42551675;0.670391061;0.813334672;0.855120896;0.86382607;0.655864198;0.446688677;0.284508977;0.277200277;0.595238095;1.049735018;1.289794247;1.294400963;1.091594721;0.975753992;1.027160494;1.10305078;1.207486416;1.356907895;1.409038722;1.538461538
JC Rheinisch-Bergischer Kreis;31506;1.898734177;2.119247193;2.147934078;2.14330413;1.936138653;1.952243914;1.955003879;1.832215812;2.006426836;1.943725997;2.109737857;1.954602774;2.053130632;2.232704403;2.106918239;2.279924003;2.4419156;2.737443466;2.846946868;2.698171949;2.715114405;2.924926877;2.610966057;2.489524279;2.232069588;2.381343406;2.088794233;2.099048868;1.943186497;1.911302333;2.017267143;2.013534965;2.027369488;2.100697398;2.070199353;2.046408083;1.885175664;1.696222051;1.374715358;1.218224641;0.860763529;0.577120721;0.158793172;0.087663373;0.080469944;0.073885559;0.090946672;0.141032023;*;0.178455548;0.186038987;0.154020752;0.219530043;0.205338809;0.232732109;0.211184322;0.239828694
JC Bielefeld, Stadt;31704;1.227363428;1.290033929;1.356359324;1.304525071;1.184570963;1.068407776;0.968234462;1.052156922;1.142618532;1.259061427;1.179760218;1.184478714;1.161631652;1.284207308;1.354910118;1.437190178;1.285664646;1.354770896;1.3125;1.290986853;1.412148455;1.416070008;1.419520411;1.319324698;1.140578265;1.039558783;1.045172018;1.107142857;1.085357611;1.118389519;1.106345452;1.170113355;1.23809913;1.180086048;0.971113489;0.887245841;0.737360981;0.461146394;0.224592925;0.180413382;0.154344806;0.111839568;0.054139758;0.050739628;0.090919872;0.172579868;0.219013628;0.228152373;0.193728054;0.168262489;0.159343505;0.135522959;0.199920032;0.188959916;0.219049164;0.188586422;0.144891538
JC G�tersloh;31778;1.594090202;1.80461433;1.810804719;.;1.992904054;.;1.938468316;2.078076295;1.932150079;1.915968922;1.926709482;1.92103265;1.622641509;1.62283997;1.618705036;1.601744623;1.577239454;1.681119732;1.710837852;1.815232504;1.77102108;1.904761905;1.789709172;1.626341932;1.372362367;1.375929148;1.427219681;1.614307193;1.584158416;1.669714558;1.598210005;1.607142857;1.604938272;1.387512389;1.077675537;0.951042011;0.781057305;0.889070147;1.065031467;1.260504202;1.099758209;0.72747184;0.337864383;0.143712575;0.171512578;0.359201403;0.584597136;0.787201625;0.728460186;0.696286472;0.569777044;0.614005974;0.618057296;0.762259676;0.76765609;0.75619296;0.807938878
JC Bochum, Stadt;32102;2.002359369;2.09411185;1.999388566;1.981493882;1.935523077;2.029979366;2.145284622;2.220866382;2.353013266;2.227958575;2.130155594;1.968271708;1.779569059;1.889238748;1.896876641;2.013983418;2.102847218;2.061312421;1.965051925;2.047224315;2.139998109;2.174119735;2.129221733;1.981210456;1.842498173;2.098769358;2.098525619;2.205764995;2.203292128;2.327602859;2.306329522;2.222511895;2.142343167;2.225225819;2.049193895;1.99123855;1.74199934;1.579051253;1.572769185;1.483146067;1.20508815;0.709422918;0.214091708;0.199677939;0.272665303;0.465285111;0.720164609;0.964297631;1.056921344;0.979650876;0.765656698;0.534934856;0.361449742;0.320756589;0.329835082;0.329910789;0.342779569
JC Herne, Stadt;32112;3.170816849;3.317562889;3.414185539;3.362118595;3.286789634;3.29588015;3.280666475;3.494749125;3.541266236;3.63975735;3.669026859;3.544050006;3.303356257;3.33509173;3.123172301;3.372502938;3.313128935;3.277619725;3.223120837;3.582143286;4.120681382;4.369515567;4.411764706;4.244793257;4.079529611;4.220681339;4.202793834;4.285886756;4.055690073;3.802954462;3.78666994;3.594080338;3.610421836;3.826944687;3.226211398;2.190511954;1.330335394;0.586327345;0.234886883;0.710382514;0.692729354;0.563346518;0.036162006;*;*;0.037345948;0.099663635;0.206495213;0.427800856;0.613083195;0.647051642;0.536225702;0.342927128;0.245519273;0.185505813;0.163563161;0.208123108
JC Bonn, Stadt;32302;2.48309133;2.615543264;2.503379796;2.467652495;2.218744246;2.225587372;2.10791038;2.189278502;2.562215373;2.840777865;3.094983991;2.97314875;2.798273702;3.0148186;2.818143832;2.897135417;2.80160358;2.817689868;3.242609104;3.205947815;3.469007969;3.199501127;2.928285893;2.867884513;2.794852094;2.881290818;2.69541779;2.693877551;2.713326942;2.846290687;3.021395528;3.195433701;3.127604294;3.108501505;2.757489939;2.132228103;1.340536214;0.395098775;0.004946088;0.081703273;0.075507315;0.075060987;0.028124121;0.037830425;0.052591318;0.067430883;0.255655781;0.657513054;0.888056836;0.863418568;0.690013706;0.608261034;0.564435801;0.524283876;0.499471713;0.590878015;0.599479141
JC Rhein-Sieg-Kreis;32304;2.409866455;2.700773796;2.612135234;2.449567723;2.239600543;2.200775024;2.289714515;2.298892718;2.505736916;2.55799233;2.625271515;2.808076996;2.896749162;3.037048215;2.976483508;2.845172348;2.66936531;2.835516963;2.977361256;2.999689151;2.904010674;2.650023626;2.728890647;2.574579499;2.679278138;2.743902439;2.75785553;2.749632455;2.621856751;2.706706707;2.684024429;2.820273506;2.852459016;2.650622338;2.3875;2.230872258;2.187069577;2.102979221;2.155386397;1.997433018;1.397717851;0.830349061;0.205850916;0.159699764;0.20633572;0.362796834;0.754701419;1.046752172;1.208755309;1.196760285;0.973803871;0.747233218;0.520473305;0.451170994;0.423060971;0.470015527;0.557565439
JC Rhein-Erft-Kreis;32502;2.698491125;2.615221346;2.380232734;2.479213908;2.369364271;2.432971083;2.325668771;2.27161424;2.470074102;2.332250048;2.379497365;2.12749616;2.041602465;2.103353788;2.101488394;2.245619488;2.295658975;2.267903467;2.546058354;2.629475703;2.83542471;2.70609682;2.498877139;2.228171334;1.936336237;1.933382802;2.100996733;2.191118887;2.39666989;2.478813559;2.480362022;2.582453115;2.697763467;2.619589977;2.596314908;2.095449501;1.95377966;1.507248939;1.360693035;1.203168486;0.943995259;0.652100271;0.323665943;0.206283038;0.173392865;0.198447698;0.336864501;0.447140074;0.461619625;0.384531352;0.269670741;0.300955206;0.2940402;0.349774196;0.310614928;0.35564472;0.387865355
JC Euskirchen;32504;2.753246753;2.798100372;2.39929284;2.206707393;2.027774364;2.173112339;2.288021534;2.176063304;2.449639393;2.527665996;2.576024127;2.234920635;2.088872009;2.413139608;2.406754032;2.640934485;2.547770701;2.61947355;2.501289324;2.876854986;3.039112051;2.895470846;2.571313781;2.734951066;2.717825739;2.5314778;2.353563401;2.16151704;2.291805463;2.41337468;2.298694233;2.132373304;2.11728653;2.246875439;2.098591549;1.893777588;1.475177305;1.924437527;1.713569239;1.833989947;0.96359743;0.603136309;0.243704305;0.246372844;0.193852119;0.126032769;0.298337832;0.568262537;0.653503893;0.63126115;0.447943532;0.381783474;0.287159852;0.207067918;*;0.170043928;*
JC Borken;32702;2.739491482;2.815951437;2.675950004;2.913684211;2.872304582;3.138110421;3.151474077;3.036020583;2.835029133;2.929462784;2.771836007;2.992451474;3.011292346;3.050575328;2.735671361;2.678652502;2.639510458;2.864799926;3.053221289;3.065279092;3.057692308;2.897990726;3.137406798;3.255498498;3.053508184;2.986494198;2.872360662;3.006510915;2.948804149;3.077071477;3.172601145;2.848163426;2.895522388;2.90843446;2.797697202;2.405012126;2.008393285;1.654210264;1.886230517;2.231668438;1.977644024;1.229977117;0.403535742;0.509204857;0.781798136;1.552763306;2.011700708;2.317880795;*;1.779288285;1.136590229;0.938967136;0.750507099;0.788126919;1.058530511;1.350345561;1.621621622
JC Coesfeld;32704;2.546410383;2.536522716;2.540085728;2.472613459;2.432599938;2.292086108;2.169869808;2.457613937;2.430228912;2.856691919;2.652899126;2.605177994;2.48447205;2.421153234;2.416918429;2.30105465;2.139384117;2.115885417;2.246638242;2.451225613;2.701325178;3.137720488;3.040655962;2.816901408;2.598290598;2.630239267;2.259113469;2.3479006;2.448630137;2.671690358;2.490125365;2.78020633;2.780237294;2.75;2.715423606;2.274381368;1.9543379;1.703207103;1.836989477;1.956331878;1.407471764;0.838281523;0.24862369;0.270513977;0.73664825;1.256564141;1.714716412;2.020774315;1.776697213;1.312627103;0.735970561;0.665557404;0.912306833;1.074863285;1.093630084;1.189315656;1.28433116
JC Lippe;33148;3.267180407;3.183423349;2.91006656;3.092889967;2.911826416;3.273565574;3.256694617;3.328430571;3.628153223;3.465501093;3.415278879;3.049588968;2.967545745;3.21869257;3.070382617;3.160056881;2.829588809;3.003600021;3.143239625;3.179771013;3.612938596;3.77254121;4.030282788;3.806824497;3.13792533;3.317223199;3.231657049;3.41659331;3.396037956;3.416374073;3.326799216;3.541382447;3.465488554;3.354116153;3.162861137;3.120815138;2.90630086;2.783576896;2.570457034;2.622745633;2.053526342;1.567661385;0.712307083;0.400068583;0.480824933;0.97693032;1.275283232;1.584370719;1.655041967;1.771364889;1.369943212;1.024830171;0.639318061;0.691422781;0.721197187;0.788990826;1.093575245
JC Dortmund, Stadt;33302;3.536042908;3.773283491;3.75418498;3.941191398;3.86964405;4.026781596;3.950424794;3.783029311;4.026446175;3.794891678;3.965480815;3.635499;3.546344272;3.567474274;3.638285761;3.81984688;3.669289535;3.498422506;3.33563377;3.193110301;3.363064532;3.175452979;2.93582004;2.902540573;2.772764838;2.812222092;2.726266725;2.868659725;2.925778159;2.835168913;2.966194479;2.964785745;3.183348638;3.143773894;2.933040087;2.77548067;2.495247555;2.474927758;2.350319117;2.312215541;1.62348365;0.936610097;0.115788603;0.035026854;0.117566047;0.399377242;0.869934585;1.065135144;0.910336892;0.463326921;0.200853211;0.150947152;0.129548739;0.146349576;0.128723796;0.124595905;0.351606741
JC D�sseldorf, Stadt;33702;3.513723747;3.477990494;3.437347635;3.502109705;3.310596129;3.382169576;3.252340615;3.384960718;3.620612061;3.606319559;3.821205061;3.555688183;3.411850969;3.274356618;3.141783648;3.329618278;3.200597196;3.209032137;3.056778843;2.939778507;3.194490938;3.381374723;3.435318076;3.294209512;3.018573967;3.00414533;2.914020518;2.951533232;2.829079508;2.924942093;2.792110006;2.715169044;2.739657292;2.947656309;2.834028827;2.612257516;2.176541717;1.879660581;1.593625498;1.50414184;0.980975738;0.585571703;0.064184852;0.043132368;0.060738581;0.152958011;0.341516531;0.563060282;0.701591415;0.692108511;0.514621008;0.409707662;0.338704214;0.358387985;0.374753452;0.39287323;0.372491385
JC Duisburg, Stadt;34102;4.121147363;4.181677818;3.879641485;3.754185038;3.562480569;4.047047616;4.107430749;4.02353983;4.33195605;4.488838413;4.776544691;4.568203198;4.655581054;4.676130488;4.707254666;4.734565919;4.693989796;4.596033821;4.620632822;4.721171564;5.141071952;4.934804807;4.90159158;4.714240229;4.574194823;4.745936563;4.577291112;4.524458131;4.263113082;4.470592904;4.301118052;4.619482957;4.69816273;4.794215345;4.468660418;3.902717236;3.263275459;2.477628295;1.835879247;1.533388948;1.045666686;0.570733716;0.074761942;0.057464431;0.043989443;0.072665617;0.095160964;0.176409757;0.225211639;0.308555958;0.345692669;0.365057127;0.372409968;0.392864938;0.425039411;0.556676079;0.667166873
JC Essen, Stadt;34348;2.542868577;2.613578981;2.64252098;2.935542718;2.896099778;3.119542307;2.885987711;2.904920303;2.943533147;3.020877587;2.957415655;2.889447236;2.646941957;2.603063324;2.516806659;2.813287514;2.774506355;2.946864352;2.937424105;3.078039815;3.241360002;3.180852393;3.139633552;3.073323426;2.977343221;3.205107993;3.204723415;3.292285289;3.272334477;3.430100164;3.394835126;3.520403249;3.67211102;3.792032015;3.806718125;2.793471438;1.748515566;0.398314947;0.022957218;0.012865459;0.011230367;0.009624176;0.009637316;0.00808682;0.030739363;0.115093719;0.342177039;0.67585432;0.902853016;0.959639646;0.74555192;0.542177502;0.340890556;0.284648606;0.265645882;0.470780031;0.840350258
JC Gelsenkirchen, Stadt;34502;2.990023965;3.197811006;3.164261168;3.460321826;3.077261843;3.027459638;2.615189594;2.646730017;2.732697563;2.734222421;2.757383848;2.421300713;2.428607319;2.551630208;2.693938638;2.721390686;2.517505835;2.519228626;2.595296026;2.629190538;2.932168784;2.889117278;2.995900347;2.953016275;3.091812264;3.178886963;3.384981446;3.458779321;3.526994635;3.473795932;3.439031421;3.457151214;3.641726535;3.731759594;3.606972499;3.185222462;2.955273914;2.07168501;1.176676181;0.409847812;0.187756031;0.138916452;0.01988241;*;0.014418363;0.034909091;0.049578582;0.110965104;0.202986806;0.272706396;0.236892428;0.213815321;0.231587374;0.257687683;0.282396335;0.361179075;0.534821872
JC Bottrop, Stadt;34506;1.573891911;1.894328426;1.941857824;2.000909504;2.079330998;2.236857046;2.401994108;2.404284412;2.431996312;2.70176654;2.692039916;2.645625435;2.127904302;2.309548432;2.404509894;2.715709866;2.781609195;2.735914677;2.590493813;2.450463126;2.510016498;2.53837072;2.586922986;2.603114228;2.466949953;2.577076959;2.551683402;2.581182348;2.514367816;2.366934999;2.30370281;2.378929482;2.697400687;2.596283992;2.594193947;2.086438152;2.002224694;1.95788696;1.976187554;1.773135778;1.131167268;0.555421396;0;*;0.147528891;0.460428074;0.773935838;1.02372035;1.041408381;1.030421982;1.01566324;1.080948286;1.154223969;1.049123673;1.058398705;0.98934551;1.045784976
JC Ennepe-Ruhr-Kreis;34702;1.928460342;2.018546032;2.129285314;2.199918897;2.349552827;2.346041056;2.636487372;2.719431761;2.823649337;2.804503582;2.998508461;3.09741366;2.875019391;2.679172928;2.535517992;2.760911308;2.738437418;2.70326907;2.806282723;2.931216931;3.136709132;3.141840914;3.196743555;3.248802786;2.797278324;2.746007769;2.677462888;3.023243214;3.073915169;3.056935422;2.719481376;.;2.99434712;3.026367794;2.936525864;2.284192031;1.345569193;0.355510411;0.061483427;0.054917898;0.049172267;0.08187326;0.168900512;0.496075011;1.1769235;1.643805187;1.875732708;1.91564443;1.662049861;1.556826934;1.133873795;1.043096349;1.009321052;1.15254613;1.304784209;1.339109886;1.493984148
JC Hagen, Stadt;34704;2.379407311;2.531917176;2.433297759;2.564789034;2.34325186;2.482758621;2.407466327;2.334422016;2.38810776;2.645587998;2.615260178;2.448251635;2.186943139;2.30201089;2.267941034;2.430631418;2.069609135;1.981892459;1.762972026;1.92842153;2.080263009;2.080720556;2.238848592;2.19868308;2.043712745;1.918601351;1.796102796;1.895546879;1.993298881;2.045105948;2.100696427;2.144305998;2.150787653;2.3930131;2.446839499;2.249941711;1.899209144;1.183976091;0.560525422;0.100166945;0.082322595;0.049239523;0.027389756;0.071645081;0.227815747;0.346252653;0.514081359;0.645412563;0.934941359;0.932947788;0.897248797;0.68883224;0.613263866;0.494780339;0.489037859;0.496485552;0.483852819
JC Hamm, Stadt;35102;3.857107479;3.54789036;3.275162836;3.444019257;3.447210725;3.679426133;3.644004014;3.668915085;3.665256952;3.853104428;3.83166645;3.710478181;3.461513436;3.330081301;3.406643608;3.462549277;3.635761589;3.716802349;3.641231593;3.695385872;3.742463095;3.908045977;3.868103995;3.927364865;3.602910312;3.565696741;3.449240887;4.013283403;4.069024286;4.421354353;4.47128172;4.477937964;4.416611734;4.17340191;3.980762116;3.397154138;2.152293306;0.844757318;0.058897151;0.043617331;0.03599712;0.014449823;0.007259528;*;0.029868578;0.022732439;*;*;*;0;*;0.029492;0.022222222;*;*;0;*
JC Unna;35104;4.014519056;4.048045895;3.94535558;3.960642228;3.7160367;3.76172208;3.610825382;3.641426582;3.857353417;3.852007537;3.976856599;3.82523769;3.685731219;3.542274591;3.312553027;3.156612272;3.21410057;3.155583671;3.297649349;3.553203553;3.658490062;3.563909199;3.223564838;2.990968448;2.82253368;3.123296207;3.238691991;3.303185214;3.142438754;3.08506827;3.12300064;3.356926188;3.292717715;3.222500102;3.020120307;2.793576447;2.66650027;2.088167053;1.73548281;1.545576244;1.331938353;0.913664721;0.181832875;0.0612095;0.062183899;0.105205572;0.28379008;0.298762271;0.360566726;0.322851153;0.29275229;0.286364019;0.287879429;0.302862262;0.345736635;0.390796522;0.615998227
JC Herford;35302;2.749587995;2.955538422;2.662144977;2.759493671;2.490324752;2.761872684;2.679555669;2.734940786;2.782044718;2.708046768;2.916919872;2.664686353;2.694637058;2.768044849;2.762188706;2.868525896;2.875200285;2.882463522;2.713178295;2.879985464;2.95273791;3.016284234;2.742910274;2.568158556;2.319755034;2.390804598;2.309595821;2.330682753;2.330723169;2.211279383;2.135994777;2.042959427;2.118887824;2.235929067;2.120038722;1.904761905;1.552945744;1.174871347;1.220319743;1.315188602;1.025733309;0.619779035;0.25220681;0.236148955;0.372058413;0.589073634;0.907267692;1.089449541;1.053630755;0.988529329;0.891199406;0.875069819;0.825438514;0.866831777;0.974903475;1.017413422;1.046337818
JC Minden-L�bbecke;35318;3.423094477;3.776955468;3.265460506;3.238407258;3.094020332;3.213969379;3.218071681;2.930711005;2.858970259;2.654639175;2.517383466;2.466338685;2.283105023;2.2336;2.153552087;2.466209724;2.383867019;2.483668585;2.378483474;2.260108433;2.111883482;1.91460974;2.145922747;1.905273044;1.789369429;1.667545479;1.697692711;1.802512993;1.777337298;1.885414592;2.027116842;2.41464887;2.379661017;2.497958072;2.37868048;2.093848043;1.768292683;1.287611819;1.0441226;1.141311519;0.887844366;0.559495153;0.110684289;0.104677789;0.178323757;0.328638498;0.471348731;0.661893827;0.73017149;0.818145537;0.742508618;0.670873464;0.540937625;0.537887447;0.57819196;0.652920962;0.631286854
JC M�rkischer Kreis;35502;2.083869308;2.118913421;2.104199983;2.401820327;2.38547604;2.58399022;2.316145393;2.14310256;2.156088673;2.18310166;2.200360139;2.315854357;2.302732576;2.35278654;2.229703143;2.252650177;2.376811594;2.490447292;2.549408898;2.441486921;2.447600981;2.445916524;2.34741784;2.310231023;2.198155202;2.176194169;1.981554196;1.928790164;1.891904303;1.996942038;2.091333919;2.242744063;2.112941176;2.045807271;1.990610329;1.741328465;1.404376429;0.933801775;0.813306989;0.79981925;0.578368999;0.424966799;0.159496699;0.223054961;0.320295935;0.574765076;0.734821347;1.029214935;1.144007688;0.997562517;0.731597846;0.487760817;0.435947505;0.48505926;0.500393828;0.581945496;0.797310279
JC K�ln, Stadt;35702;2.207954343;2.276405477;2.358290534;2.385984688;2.309571919;2.285272299;2.219330332;2.303925031;2.470701158;2.600791079;2.63293444;2.567984907;2.514197894;2.522118051;2.483943635;2.271391032;2.068468468;1.823167212;1.777359765;1.862186097;2.160937462;2.232301128;2.189332383;2.053815637;1.915304004;1.887116987;1.898998844;1.82282038;1.865404109;1.884967385;1.900455861;1.865989187;1.886910968;1.855758663;1.755232064;1.50600107;1.092041698;0.740844461;0.535371897;0.534228442;0.457208501;0.277367284;0.051147988;0.0422775;0.047314062;0.061075158;0.071944992;0.077708311;0.104742508;0.103562552;0.099347958;0.08689488;0.102309434;0.101702359;0.125040901;0.126723199;0.135548492
JC Krefeld;36102;1.854606303;1.947008312;1.902854281;1.969614265;1.82993445;1.803368729;1.698251396;1.657203527;1.644141006;1.911956724;1.918645662;1.856563943;1.884752773;1.743175304;1.722120829;1.66408123;1.718213058;1.670599339;1.668478518;1.892654017;1.933955422;2.075873415;2.031349187;2.224944866;2.191673597;2.182404062;2.018025078;2.001569859;1.980830671;1.919660482;1.738615035;1.928539393;1.890745822;1.970492623;1.685932058;1.418043202;1.249936487;1.258598726;1.265822785;1.263105342;0.913015432;0.465369573;0.059497248;0.03484494;0.045153522;0.111714823;0.219499745;0.317038249;0.30948757;0.256436042;0.239700375;0.24024024;0.255575044;0.236430404;0.182833926;0.231863149;0.39935688
JC Viersen;36108;2.053131719;2.082036384;1.996970114;2.179276316;2.082762401;2.182716727;1.946890479;2.190945018;2.555103187;2.620426614;2.693721719;2.355124179;2.449240381;2.537027851;2.54116979;2.459657354;2.431871826;2.315047811;2.403184944;2.660120182;2.937052616;2.801724138;2.62842594;2.304495655;2.158653483;2.333131984;2.244897959;2.380591357;2.394614031;2.575932334;2.574609556;2.403959463;2.349579298;2.243278264;1.861265989;1.937602627;1.951459495;1.767738767;1.348168602;1.253172589;0.887318414;0.566215791;0.157890582;0.111562674;0.388538125;0.63463282;0.910294604;1.018108988;0.84304488;0.751572584;0.491118933;0.353996872;0.422640259;0.477346956;0.525201186;0.545124167;0.697289288
JC Mettmann;36402;2.491955399;2.57703289;2.643220526;2.853035497;2.746507279;2.759811848;2.69132186;2.575645756;2.689224632;2.75259906;2.83953825;2.737789681;2.699190614;2.569736695;2.363026463;2.153638713;2.076371419;2.135915015;2.352540061;2.60979053;2.794480419;2.660109967;2.409591805;2.260633133;2.252670692;2.328365125;2.319647414;2.291052876;2.220321188;2.430067198;2.37638492;2.508719087;2.641343814;2.731781457;2.63508333;1.961180752;1.221472195;0.482334499;0.067505857;0.034634034;0.030261764;0.030069536;0.03381933;0.02644803;0.247505902;0.587099266;0.827216591;1.037014021;0.989605309;1.027410244;0.769375825;0.665532237;0.436681223;0.404194471;0.403690888;0.464426492;0.786002054
JC M�nchengladbach, Stadt;36502;1.796585004;1.733741562;1.741193648;1.856241567;1.815127278;1.894867762;1.762502754;1.746190635;1.774728757;1.91991018;1.873236788;1.80607292;1.788325273;1.916454559;1.954336535;1.93222243;1.924600928;1.876828388;2.017894536;2.003093581;2.066982672;2.017639713;1.860227317;1.77570831;1.673015748;1.65625;1.738145457;1.823386401;1.902548548;1.926949654;2.010468713;2.172167349;2.311602388;2.260416242;2.242078266;1.968898921;1.683684101;1.02045032;0.55913803;0.341845968;0.271197256;0.179347176;0.072060531;0.076628352;0.065274151;0.074235988;0.111764219;0.161859307;0.168571664;0.174279577;0.140737464;0.11305366;0.081142486;0.077364714;0.090278633;0.116395078;0.121853859
